id_arete;lstpoints;parent;highway;nomvoie;surface;dist
172032348-2;[2502504415, 1829823617];172032348;pedestrian;Rue Port de Castets;paving_stones;2.0
172033395-1;[255403511, 1829833006, 5484528574, 1829833008, 5484528575, 1829833002, 1829833001];172033395;residential;Rue du Bastion Royal;asphalt;74.7
172033395-2;[1829833001, 5643153080, 254920454];172033395;residential;Rue du Bastion Royal;asphalt;16.5
172033850-1;[1829836650, 3644652588, 8158879098, 255321931];172033850;secondary;Boulevard Alsace-Lorraine;asphalt;110.4
172033850-2;[255321931, 1832191291, 1832191293, 364416032];172033850;secondary;Boulevard Alsace-Lorraine;asphalt;101.3
172033850-3;[364416032, 8158879101, 3150254909, 254934188];172033850;secondary;Boulevard Alsace-Lorraine;asphalt;95.8
172033851-1;[1829836633, 5824252288, 5824252289, 255322335];172033851;residential;Boulevard Jean Jaurès;;52.4
172033851-2;[255322335, 254933117];172033851;residential;Boulevard Jean Jaurès;;52.7
172033851-3;[254933117, 3486418079];172033851;residential;Boulevard Jean Jaurès;;10.3
172033851-4;[3486418079, 254933309];172033851;residential;Boulevard Jean Jaurès;;61.3
172033851-5;[254933309, 5824252291, 7639950986, 5464276929, 5464276928, 6650044154];172033851;residential;Boulevard Jean Jaurès;;69.0
172033851-6;[6650044154, 5824252290, 3415985383];172033851;residential;Boulevard Jean Jaurès;;10.9
172033851-7;[3415985383, 3415985386];172033851;residential;Boulevard Jean Jaurès;;7.3
172033851-8;[3415985386, 255322334];172033851;residential;Boulevard Jean Jaurès;;9.5
172033851-9;[255322334, 3415985381, 5464276925, 476283459];172033851;residential;Boulevard Jean Jaurès;;23.3
172033852;[1829836651, 1829836622, 1829836632, 1829836642, 1829836645, 3653092003, 1829836633];172033852;secondary;Giratoire Jean Jaurès;;12.1
172034639-1;[6707433889, 5484289577];172034639;residential;Allée Marcel Suarès;asphalt;50.6
172034639-2;[5484289577, 364415670];172034639;residential;Allée Marcel Suarès;asphalt;5.0
172034640-1;[364415835, 8992949093, 8992953089, 255321928];172034640;residential;Rue Capitaine Pellot;;99.8
172034640-2;[255321928, 8992949094, 717860510];172034640;residential;Rue Capitaine Pellot;;32.6
172034640-3;[717860510, 6490858867, 8992933174, 1830766529];172034640;residential;Rue Capitaine Pellot;;35.2
172034640-4;[1830766529, 6490858866, 8992954999, 6490858865, 255321930];172034640;residential;Rue Capitaine Pellot;;54.8
172034640-5;[255321930, 8992953320, 9321104705];172034640;residential;Rue Capitaine Pellot;;27.0
172034640-6;[9321104705, 1832191292, 255321931];172034640;residential;Rue Capitaine Pellot;;34.1
172034640-7;[255321931, 8992954076, 1829846383];172034640;residential;Rue Capitaine Pellot;;53.7
172034642-1;[1829836638, 3150254904, 255321840];172034642;residential;Rue Aristide Briand;asphalt;34.5
172034642-2;[255321840, 3150254910, 254934188];172034642;residential;Rue Aristide Briand;asphalt;50.4
172035331;[1829852865, 1829852867];172035331;pedestrian;Rue du Couvent;asphalt;62.6
172035333-1;[717877851, 5464276916];172035333;pedestrian;Rue de l'Esté;;8.3
172035333-2;[5464276916, 8114491279];172035333;pedestrian;Rue de l'Esté;;48.4
172035333-3;[8114491279, 255322428];172035333;pedestrian;Rue de l'Esté;;4.7
172035337-1;[255322525, 3150254927, 3653092000];172035337;residential;Rue Ulysse Darracq;asphalt;16.3
172035337-2;[3653092000, 1829852878, 6212815317, 255322529];172035337;residential;Rue Ulysse Darracq;asphalt;76.6
172035339;[254934854, 1829852857];172035339;pedestrian;Rue du Moulin;asphalt;53.7
172035341;[3150254925, 4867754105, 1829846411];172035341;residential;Rue du Canal;asphalt;17.5
172035342;[2216543248, 6155693635, 3150255632];172035342;pedestrian;Passage Sainte-Catherine;asphalt;45.8
172035343-1;[255322525, 8992972334, 1829846423];172035343;residential;Rue Ulysse Darracq;asphalt;42.8
172035343-2;[1829846423, 3150254920, 1829846415];172035343;residential;Rue Ulysse Darracq;asphalt;45.4
172144942-1;[1830766485, 1830766543, 1830766596, 1830766575, 1830766591, 1830766611, 8758462052];172144942;secondary;Giratoire du Moulin de Castera;asphalt;22.6
172144942-2;[8758462052, 5464276964, 5464276963, 1830766531, 1830766576, 1830766578, 1830766482, 1830766592, 1830766488, 5464276962, 1830766536, 1830766539, 1830766557, 5464276965, 1830766537, 5464276966];172144942;secondary;Giratoire du Moulin de Castera;asphalt;58.5
172144942-3;[5464276966, 1830766599, 1830766549, 1830766485];172144942;secondary;Giratoire du Moulin de Castera;asphalt;14.7
172144943-1;[1830766581, 476283487, 3649039666];172144943;secondary;Boulevard Alsace-Lorraine;asphalt;5.1
172144943-2;[3649039666, 5464276978, 476283491];172144943;secondary;Boulevard Alsace-Lorraine;asphalt;26.8
172144943-3;[476283491, 5464276979, 3644652589, 1829836651];172144943;secondary;Boulevard Alsace-Lorraine;asphalt;120.7
172144945-1;[717860603, 6490858871, 364416075];172144945;residential;Rue Brigadier Muscar;asphalt;65.9
172144945-2;[364416075, 255321928];172144945;residential;Rue Brigadier Muscar;asphalt;101.3
172144945-3;[255321928, 8992936459, 3486418066, 254933309];172144945;residential;Rue Brigadier Muscar;asphalt;116.9
172144946-1;[1830766523, 6753623785];172144946;residential;Rue Daniel Argote;;8.2
172144946-2;[6753623785, 5464276926, 5464276927, 6650044153, 3415985386];172144946;residential;Rue Daniel Argote;;16.5
172144948-1;[254933117, 3516832316, 6490858869, 6490858868, 1830766529];172144948;residential;Rue Benoît Sourigues;;116.3
172144948-2;[1830766529, 8992923497, 3150254906, 6490858870, 364416057];172144948;residential;Rue Benoît Sourigues;;101.1
172144948-3;[364416057, 3150254915, 8228241704, 8228241707, 6290776015];172144948;residential;Rue Benoît Sourigues;;50.4
172144948-4;[6290776015, 3150254919];172144948;residential;Rue Benoît Sourigues;;19.8
172144948-5;[3150254919, 6212815320, 6212815321, 254933119];172144948;residential;Rue Benoît Sourigues;;24.5
172169630-1;[1831045154, 1831045201, 1831045235, 1831045251, 1831045265, 1831045093, 1831045224, 1831045110, 1831045097, 1831045270, 1831045170];172169630;service;Rue Émile Betsellère;;19.0
172169630-2;[1831045170, 1831045074, 1831045135, 1831045101, 1831045204, 1831045071, 1831045250, 1831045148, 1831045154];172169630;service;Rue Émile Betsellère;;17.1
173197237-1;[1827160764, 1840379703];173197237;tertiary;;;8.2
173197237-2;[1840379703, 7593276260, 1840379705, 10055688308];173197237;tertiary;;;30.4
176030864-1;[364414737, 388382282];176030864;pedestrian;Rue Lormand;;34.7
176030864-2;[388382282, 388382278];176030864;pedestrian;Rue Lormand;;17.6
176030864-3;[388382278, 255402703];176030864;pedestrian;Rue Lormand;;36.0
176030865;[255402680, 8241027403, 388189693];176030865;residential;Rue Lormand;;50.6
176030866;[388189693, 388189759];176030866;residential;Rue Lormand;;48.7
177522489-1;[1806149150, 1879448372, 1879448364, 1879448370];177522489;service;;;84.2
177522489-2;[1879448370, 1879448368, 1879448376, 1879448357, 1879448353];177522489;service;;;97.9
177524104-1;[1879458843, 1879458833, 1879458857, 11347028968, 1879458839, 11347028967, 1879458854, 1879458844];177524104;footway;;asphalt;56.9
177524104-2;[1879458844, 1879458805, 11347028966, 1879458836, 11347028965, 1879458790, 1879458832, 1879458851];177524104;footway;;asphalt;61.3
177524105-1;[4938381831, 11086283242];177524105;footway;;asphalt;5.5
177524105-2;[11086283242, 1879458792];177524105;footway;;asphalt;4.9
177524105-3;[1879458792, 1879458862, 1879458831, 11086283241];177524105;footway;;asphalt;37.5
177524105-4;[11086283241, 1464368283];177524105;footway;;asphalt;5.2
177524107;[1879458824, 1879458828, 1879458849, 1879458803, 1879458819];177524107;footway;;;31.3
177524109;[1879458852, 7593100785, 7593050984, 7593050983, 7593050982];177524109;service;Parc de Stationnement des Glacis;asphalt;40.7
177524113-1;[1879458843, 1879458797, 5746676779, 1879458804, 1879458819];177524113;footway;;asphalt;32.4
177524113-2;[1879458819, 1879458847, 1879458809, 5769859710];177524113;footway;;asphalt;21.1
177524119-1;[3055027151, 1879458818];177524119;pedestrian;Allée des Tarrides;asphalt;19.5
177524119-2;[1879458818, 4938381831];177524119;pedestrian;Allée des Tarrides;asphalt;31.7
177524119-3;[4938381831, 2290816470];177524119;pedestrian;Allée des Tarrides;asphalt;86.8
177524119-4;[2290816470, 1879458863];177524119;pedestrian;Allée des Tarrides;asphalt;8.0
177524121-1;[1806163946, 1879458829, 10757111511, 5746676788, 1888294718];177524121;footway;;concrete;30.0
177524121-2;[1888294718, 1879458842, 1888288340];177524121;footway;;concrete;14.4
177524122-1;[1879458845, 7593105293, 3585232417];177524122;footway;;;87.1
177524122-2;[3585232417, 1888286451];177524122;footway;;;17.0
177524123;[1879458827, 6278689891, 1879458818];177524123;footway;;;32.3
178361776-1;[4268140546, 5971540419];178361776;pedestrian;Place Bernard de Lacarre;paving_stones;5.4
178361776-2;[5971540419, 4268147254];178361776;pedestrian;Place Bernard de Lacarre;paving_stones;11.1
178361776-3;[4268147254, 388382302];178361776;pedestrian;Place Bernard de Lacarre;paving_stones;32.7
178361778;[848725721, 8870053973];178361778;footway;;asphalt;2.0
178482275-1;[1888288340, 1888294709];178482275;footway;;asphalt;21.0
178482275-2;[1888294709, 1888288342];178482275;footway;;asphalt;19.6
178482275-3;[1888288342, 3914846059];178482275;footway;;asphalt;8.9
178482275-4;[3914846059, 3055030534];178482275;footway;;asphalt;5.1
178482275-5;[3055030534, 1888288344, 2290816470];178482275;footway;;asphalt;17.7
178482275-6;[2290816470, 4321163686];178482275;footway;;asphalt;4.5
178482275-7;[4321163686, 2290816467];178482275;footway;;asphalt;5.0
178482585-1;[1888294718, 5746676785];178482585;steps;;concrete;4.2
178482585-2;[5746676785, 1888294725];178482585;steps;;concrete;3.5
178482586-1;[3055030534, 5746676781];178482586;steps;;concrete;3.9
178482586-2;[5746676781, 1888294712];178482586;steps;;concrete;2.6
178482589-1;[1888294709, 5746676783];178482589;steps;;grass_paver;5.8
178482589-2;[5746676783, 1888294722];178482589;steps;;grass_paver;2.9
178483178;[1888303662, 1888303671];178483178;footway;;;8.9
178483180-1;[6480663693, 1806210367, 1888303650, 1888303666, 1888303632];178483180;footway;;fine_gravel;15.6
178483180-2;[1888303632, 9623699568, 9623699567, 9623699566, 9623699565, 9623699564];178483180;footway;;fine_gravel;23.0
178483182-1;[1888303638, 1888303633, 6480663694, 1888303632];178483182;footway;;fine_gravel;25.6
178483182-2;[1888303632, 1888303622, 1888303681];178483182;footway;;fine_gravel;23.8
178483183-1;[6480663688, 1888303662];178483183;footway;;;37.5
178483183-2;[1888303662, 9014830004, 6335008528];178483183;footway;;;39.0
178483184;[7667113678, 1888303673, 1888303653];178483184;footway;;;16.6
178483186-1;[1888303676, 1888303636, 1888303667, 1888303674, 1888303624];178483186;footway;;fine_gravel;19.5
178483186-2;[1888303624, 1888303647, 1888303646, 1888303645, 1888303644, 1888303649, 6480661170, 1888303652, 9623699570, 1888303655];178483186;footway;;fine_gravel;39.4
178483186-3;[1888303655, 1888303640, 1888303671];178483186;footway;;fine_gravel;11.4
178483186-4;[1888303671, 1888303643, 1888303678, 1888303669, 1888303631];178483186;footway;;fine_gravel;23.0
178483186-5;[1888303631, 1888303630, 1888303638];178483186;footway;;fine_gravel;15.5
178483186-6;[1888303638, 6480661178, 1888303634, 9623699564];178483186;footway;;fine_gravel;11.5
178483186-7;[9623699564, 1888303658, 1888303677, 1888303676];178483186;footway;;fine_gravel;13.9
178483189-1;[1888303642, 1888303660, 1888303684, 1888303682, 1888303670, 1888303668, 1888303679, 1888303654, 1888303653];178483189;footway;;;55.4
178483189-2;[1888303653, 1888303629, 1888303661, 1888303659, 1888303657, 1888303656];178483189;footway;;;33.4
178483189-3;[1888303656, 1888303648, 1888303651, 1888303627, 1888303641, 1888303623];178483189;footway;;;30.2
178483189-4;[1888303623, 1888303642];178483189;footway;;;6.9
178483191;[6480663689, 1888303637, 1888303683, 1888303631];178483191;footway;;;22.6
178483192-1;[388189781, 6480663690];178483192;footway;;paving_stones;9.2
178483192-2;[6480663690, 3055028742, 1888303656];178483192;footway;;paving_stones;15.0
178483193;[1888303662, 9014830003, 1888303623];178483193;footway;;;18.4
178486554-1;[1888318079, 3668894640];178486554;service;;;6.7
178486554-2;[3668894640, 4109191339, 1888318068];178486554;service;;;40.1
178486554-3;[1888318068, 1888318066, 1888318088];178486554;service;;;96.6
178486554-4;[1888318088, 1888318085, 1888318083, 8434696333];178486554;service;;;75.0
178486554-5;[8434696333, 1888318087, 8434696332, 8434696331];178486554;service;;;38.9
178486555;[1888318068, 1888318081];178486555;service;;;114.6
178653350-1;[7606600289, 11758865947, 11758865952];178653350;service;;;28.1
178653350-2;[11758865952, 11758865945, 4285831139];178653350;service;;;52.2
178653350-3;[4285831139, 1890041782];178653350;service;;;6.1
178653350-4;[1890041782, 1890041726, 7606600289];178653350;service;;;77.3
178654631-1;[6015172761, 6154744073, 1890053023];178654631;unclassified;Rue Vauban;asphalt;117.1
178654631-2;[1890053023, 6154744072, 10708960740, 10708960739];178654631;unclassified;Rue Vauban;asphalt;41.0
178654631-3;[10708960739, 476450955];178654631;unclassified;Rue Vauban;asphalt;11.0
203171841;[1797181387, 7352104708];203171841;residential;Rue Frédéric Bastiat;asphalt;10.6
203377953-1;[2133890183, 5480717599, 5484528525, 5763327592];203377953;path;;concrete;42.4
203377953-2;[5763327592, 5480717600, 5480717601, 5480717602, 4014806433];203377953;path;;concrete;57.7
203377953-3;[4014806433, 5763327591];203377953;path;;concrete;10.9
203377953-4;[5763327591, 5484528526, 2133890187, 2133890172];203377953;path;;concrete;37.6
203377953-5;[2133890172, 2133890176, 2133890181, 5763327590];203377953;path;;concrete;118.3
203377953-6;[5763327590, 5763327580];203377953;path;;concrete;30.3
203377953-7;[5763327580, 2133890185, 5484526707, 2133890186, 5484526708, 3642814399, 6290764035, 5480717592, 5763327579];203377953;path;;concrete;162.1
203380946-1;[7593012334, 7593012340, 7673188167, 7593012339];203380946;service;Allées Paulmy;;51.9
203380946-2;[7593012339, 7593012338, 7593012337];203380946;service;Allées Paulmy;;29.5
203380949;[595783555, 2623391535];203380949;tertiary;Avenue de la Légion Tchèque;asphalt;24.6
203402383-1;[706302268, 3734832272];203402383;residential;Rue des Lisses;asphalt;30.2
203402383-2;[3734832272, 706302259];203402383;residential;Rue des Lisses;asphalt;4.7
203402383-3;[706302259, 257607977];203402383;residential;Rue des Lisses;asphalt;3.3
211683467;[2216543249, 2216543248];211683467;pedestrian;Passage Sainte-Catherine;asphalt;8.8
211683468;[1829852869, 2216543249];211683468;pedestrian;Passage Sainte-Catherine;asphalt;13.9
219071772;[2282793947, 3563704693, 2282793946, 6406843644, 2282793945, 2282793943];219071772;service;;;43.0
219709465;[2288482707, 2288482709, 5484526676, 2288482713, 5484526683, 2288482725, 5484526682, 2288482726, 5484526681, 2288482727, 5484526680, 2288482728, 5484526679, 2288482730, 5484526678, 2288482732, 2288482735, 2288482736, 2288482739, 2288482743, 5484526677, 11070857173, 2288482744];219709465;path;;;336.4
219709466;[2288482741, 2288482740];219709466;steps;;;4.2
219709467;[2288482717, 2288482718];219709467;path;;asphalt;18.3
219709468-1;[7191486201, 2288482742];219709468;footway;;;3.1
219709468-2;[2288482742, 2288482741];219709468;footway;;;3.1
219709471;[2288482677, 2288482678, 8669094748, 2288482687, 7191486219];219709471;path;;gravel;54.8
219709472-1;[2288482672, 8669094751, 8669094750, 2288482674, 2288482676, 2288482677];219709472;path;;;83.9
219709472-2;[2288482677, 2288482685, 2288482698, 2288482703];219709472;path;;;79.0
219709472-3;[2288482703, 7191486216, 7191486215, 7191486213];219709472;path;;;42.0
219709473;[2288482740, 5484526706, 2288482738, 5484526705, 2288482737, 2288482734, 8669039493, 2288482731, 2288482729, 11070857171, 11070857172, 8669023266, 2288482722];219709473;path;;gravel;159.1
219951392;[388189693, 1865914219];219951392;service;Rue Albert 1er;;20.4
219951393-1;[6349193177, 2290806513];219951393;footway;;;6.7
219951393-2;[2290806513, 1865914219];219951393;footway;;;10.3
221503215-1;[1464368272, 6278661328, 6278661324];221503215;pedestrian;Allée de la Poterne;asphalt;18.8
221503215-2;[6278661324, 6278661329, 2305313135];221503215;pedestrian;Allée de la Poterne;asphalt;60.8
227628624;[6930121452, 1806155813];227628624;unclassified;Avenue Maréchal de Lautrec;wood;4.8
227649016;[1837681174, 255400613, 5494546547, 1801329757, 269248038];227649016;tertiary;Rue des Lisses;asphalt;39.5
227649018-1;[863010638, 4133986420, 862913085, 863067331, 4133986412, 862929205, 11378188461];227649018;pedestrian;Place Louis Pasteur;paving_stones;17.6
227649018-2;[11378188461, 10929143689, 10929143683];227649018;pedestrian;Place Louis Pasteur;paving_stones;13.3
227649018-3;[10929143683, 2441501506, 388386031];227649018;pedestrian;Place Louis Pasteur;paving_stones;13.9
227649018-4;[388386031, 862983290, 862918782, 4868366899];227649018;pedestrian;Place Louis Pasteur;paving_stones;16.3
227649018-5;[4868366899, 863096787, 863128587, 862935847, 863086916, 862886711, 863057056, 862996870, 863017793, 863022420, 862905315, 863083926, 862949688, 862957877, 862906160, 862907754, 862893491, 863076543, 863044099, 863075020, 862890018, 862903671, 863072466, 862901843, 862904293, 863032152, 863126621, 862944089, 863092803, 862904736, 862935349, 863080576, 863123402, 863040711, 862904470, 862986602, 862891977, 862973878, 863007195, 863032318, 862889544, 862931428, 863055632, 862908223, 862957270, 862947191, 862919887, 863083936, 863116395, 863080058, 10929128604];227649018;pedestrian;Place Louis Pasteur;paving_stones;77.7
227649018-6;[10929128604, 863051480, 10929144605];227649018;pedestrian;Place Louis Pasteur;paving_stones;8.3
227649018-7;[10929144605, 862916369, 10929143694, 10929143675];227649018;pedestrian;Place Louis Pasteur;paving_stones;16.1
227649018-8;[10929143675, 863112109, 863049693, 863094195, 4133986415, 862911322, 4133986414, 863045927, 4133986413, 269247892];227649018;pedestrian;Place Louis Pasteur;paving_stones;22.6
227649018-9;[269247892, 10929143692, 4133986429, 862888704, 4133986428, 862966091, 4133986427, 862958765, 10929143674];227649018;pedestrian;Place Louis Pasteur;paving_stones;29.8
227649018-10;[10929143674, 862918468, 11362914980, 4133986426, 862896968, 4133986425, 863086149, 863075472, 4133986424, 862886375, 10929143690];227649018;pedestrian;Place Louis Pasteur;paving_stones;43.2
227649018-11;[10929143690, 863010638];227649018;pedestrian;Place Louis Pasteur;paving_stones;3.4
227649021;[2305313135, 2305313136, 1236256612];227649021;service;;asphalt;13.1
227649022;[1829823617, 255402215];227649022;pedestrian;Place des Cinq Cantons;paving_stones;8.2
227649023;[10929143691, 862896785, 10929143693, 388382293];227649023;pedestrian;Place Louis Pasteur;paving_stones;30.1
227649024;[388382241, 8254499981];227649024;living_street;Rue Adolphe Thiers;concrete:plates;20.6
227649025-1;[7593050974, 1806155786, 1806155814, 6278661334, 1806155820];227649025;residential;Allée de la Poterne;asphalt;42.1
227649025-2;[1806155820, 6278661333, 1806155791, 1806155821, 6278661332, 1806155809];227649025;residential;Allée de la Poterne;asphalt;25.3
227649025-3;[1806155809, 6278661331, 1806155806, 6278661330, 2305313135];227649025;residential;Allée de la Poterne;asphalt;28.2
227649026;[7629117096, 1797141973, 2436291977, 1797141974];227649026;residential;Boulevard du Rempart Lachepaillet;asphalt;19.1
227649027-1;[1879458863, 1887243234];227649027;residential;Avenue du 11 Novembre 1918;asphalt;22.3
227649027-2;[1887243234, 388382249];227649027;residential;Avenue du 11 Novembre 1918;asphalt;7.0
227649027-3;[388382249, 8241007442, 7667114997, 5637083863];227649027;residential;Avenue du 11 Novembre 1918;asphalt;16.9
227649029;[388382470, 1797148277, 7593276258, 1827160769];227649029;tertiary;Avenue de Pampelune;asphalt;123.6
227649030-1;[1829826279, 1829826282];227649030;pedestrian;Place des Cinq Cantons;paving_stones;4.9
227649030-2;[1829826282, 1829823617];227649030;pedestrian;Place des Cinq Cantons;paving_stones;7.2
227649031;[10929143691, 269247895];227649031;pedestrian;Place Louis Pasteur;sett;14.8
227649032;[1806163908, 1464368283];227649032;footway;Allée de la Poterne;asphalt;32.1
227649033-1;[2436291968, 4868369144, 4868369143, 1797148279, 1797148281];227649033;tertiary;Avenue de Pampelune;asphalt;78.8
227649033-2;[1797148281, 388382470];227649033;tertiary;Avenue de Pampelune;asphalt;7.6
234860399;[3513549749, 254920705];234860399;residential;Pont Marengo;asphalt;5.6
235576774;[2436291970, 255400676];235576774;pedestrian;Place de la Porte d'Espagne;;8.8
235576775-1;[2436291970, 863084298, 862954948, 7531432461, 863009549, 3668881525];235576775;pedestrian;Place de la Porte d'Espagne;sett;34.2
235576775-2;[3668881525, 862946502, 863029437, 862916259, 862937242];235576775;pedestrian;Place de la Porte d'Espagne;sett;45.3
235576775-3;[862937242, 2436291970];235576775;pedestrian;Place de la Porte d'Espagne;sett;10.1
235576777;[2436291984, 2436291985];235576777;steps;;asphalt;4.6
235576779-1;[2436291973, 5484506320];235576779;footway;;paving_stones;2.0
235576779-2;[5484506320, 2436291971];235576779;footway;;paving_stones;7.4
235576780;[2436291989, 2436291992];235576780;steps;;asphalt;4.1
235576781;[2436291986, 2436291991];235576781;footway;;concrete;3.0
235576782;[2436291978, 2436291973];235576782;steps;;paving_stones;13.2
235576783-1;[2436291985, 2436291986];235576783;footway;;concrete;1.6
235576783-2;[2436291986, 2436291989];235576783;footway;;concrete;1.6
235576784-1;[2436291997, 2436291996, 2436291994, 2436291991];235576784;footway;;paving_stones;54.1
235576784-2;[2436291991, 2436291988, 2436291981, 2436291978];235576784;footway;;paving_stones;49.3
235576784-3;[2436291978, 5484532022, 5484532021, 5484506320];235576784;footway;;paving_stones;18.2
236048366;[2441233897, 10929206791, 10929206790];236048366;footway;;asphalt;23.3
236048368-1;[2441233892, 2441233894];236048368;footway;;paved;15.8
236048368-2;[2441233894, 4868223483];236048368;footway;;paved;15.4
236080626-1;[2441501518, 3513549746];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones;1.3
236080626-2;[3513549746, 6583692162, 3513549747];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones;28.5
236080626-3;[3513549747, 4868366903];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones;4.3
236080627;[388382293, 2441501535, 2441501524];236080627;pedestrian;Place Louis Pasteur;paving_stones;13.8
236080628-1;[388386031, 7930570161];236080628;pedestrian;Place Louis Pasteur;asphalt;1.3
236080628-2;[7930570161, 7565795340, 2441501511, 7565795339, 10929143676];236080628;pedestrian;Place Louis Pasteur;asphalt;22.9
236080628-3;[10929143676, 2441501522, 7565795338, 2441627780];236080628;pedestrian;Place Louis Pasteur;asphalt;13.7
236080628-4;[2441627780, 4109357223, 8231883871, 7565795337, 2441501524];236080628;pedestrian;Place Louis Pasteur;asphalt;14.7
236080629;[388382337, 6583692161, 2441501518];236080629;residential;Rue des Prébendés;sett;26.1
236097597;[2441623418, 2441623416, 2441623409, 2441623407];236097597;service;;asphalt;35.5
236097598-1;[863078270, 863087507, 863023224, 1804851569];236097598;pedestrian;Place de la République;concrete;57.6
236097598-2;[1804851569, 863012542, 3150311569, 863128737, 2441623381];236097598;pedestrian;Place de la République;concrete;29.4
236097598-3;[2441623381, 862897232, 863067527, 6326879701, 9048551373];236097598;pedestrian;Place de la République;concrete;22.1
236097598-4;[9048551373, 862953251, 3513549751];236097598;pedestrian;Place de la République;concrete;5.1
236097598-5;[3513549751, 3513549752];236097598;pedestrian;Place de la République;concrete;3.6
236097598-6;[3513549752, 2441623385, 9676914065];236097598;pedestrian;Place de la République;concrete;8.1
236097598-7;[9676914065, 8437469839];236097598;pedestrian;Place de la République;concrete;42.6
236097598-8;[8437469839, 10117225147, 10117225146];236097598;pedestrian;Place de la République;concrete;5.5
236097598-9;[10117225146, 8437469841, 8437469840];236097598;pedestrian;Place de la République;concrete;9.8
236097598-10;[8437469840, 863078270];236097598;pedestrian;Place de la République;concrete;6.2
236097599-1;[3513549752, 9676914060];236097599;pedestrian;Place de la République;paving_stones;1.6
236097599-2;[9676914060, 3150311585];236097599;pedestrian;Place de la République;paving_stones;1.3
236097599-3;[3150311585, 2441623390];236097599;pedestrian;Place de la République;paving_stones;11.6
236097599-4;[2441623390, 2441623389];236097599;pedestrian;Place de la République;paving_stones;7.8
236097600-1;[3150311586, 1804851569];236097600;residential;Place de la République;asphalt;8.9
236097600-2;[1804851569, 2441623389];236097600;residential;Place de la République;asphalt;10.8
236097600-3;[2441623389, 2441623386];236097600;residential;Place de la République;asphalt;4.9
236097601;[2441623457, 4867744968, 4867744967, 2441623447];236097601;residential;Rue Sainte-Ursule;asphalt;9.5
236097604;[2441623394, 2441623396];236097604;service;;paved;20.7
236097605;[2441623435, 751512613];236097605;service;;asphalt;7.5
242794575-1;[862960725, 4231708811, 2502504417];242794575;pedestrian;Place des Cinq Cantons;paving_stones;13.8
242794575-2;[2502504417, 862973401, 2502504416];242794575;pedestrian;Place des Cinq Cantons;paving_stones;7.4
242794575-3;[2502504416, 863123393, 862978098, 862963365, 862996409, 863032893, 2502504415];242794575;pedestrian;Place des Cinq Cantons;paving_stones;11.9
242794575-4;[2502504415, 863056803, 862910185, 2502504413];242794575;pedestrian;Place des Cinq Cantons;paving_stones;11.4
242794575-5;[2502504413, 862936346, 1887242755, 2502504414];242794575;pedestrian;Place des Cinq Cantons;paving_stones;9.9
242794575-6;[2502504414, 862960725];242794575;pedestrian;Place des Cinq Cantons;paving_stones;3.4
242794576;[255402215, 1829826279];242794576;pedestrian;Place des Cinq Cantons;paving_stones;11.6
255466350;[2611523786, 2611523787, 2611523788, 2611523789, 2611523790, 2611523792, 2611523794, 2611523801, 2611523807, 2611523811, 2611523816, 2611523819, 7606578902, 2611523823, 2611523825, 2611523827, 2779737062, 1464368283];255466350;path;Allée Catherine de Bourbon;ground;327.4
255466351;[2611523777, 5480525921, 2611523781];255466351;service;;asphalt;32.0
255466352;[2611523776, 2611523779];255466352;service;;asphalt;32.6
255466354;[1806155780, 4868369136, 2611523782, 2611523784, 2611523785, 2611523783];255466354;service;;asphalt;37.7
255466355;[1806155795, 2611523796, 2611523803, 2611523809, 2611523815, 2611523817, 2611523821, 1806155809];255466355;path;;;166.7
255466356-1;[2611523783, 2611523781];255466356;service;;asphalt;14.1
255466356-2;[2611523781, 2611523779];255466356;service;;asphalt;14.5
255466356-3;[2611523779, 2611523778, 2611523775, 2611523776];255466356;service;;asphalt;60.2
255466356-4;[2611523776, 10596273526];255466356;service;;asphalt;8.4
255466356-5;[10596273526, 2611523777];255466356;service;;asphalt;6.2
255466356-6;[2611523777, 5480525923, 5480525924, 2611523783];255466356;service;;asphalt;43.7
276474778-1;[254935068, 8227562870, 6212829708, 1797271540];276474778;residential;Boulevard Jean d'Amou;asphalt;35.5
276474778-2;[1797271540, 270960148];276474778;residential;Boulevard Jean d'Amou;asphalt;22.4
276474778-3;[270960148, 6490858875];276474778;residential;Boulevard Jean d'Amou;asphalt;45.4
276474778-4;[6490858875, 5464276910, 254935071, 8114407787];276474778;residential;Boulevard Jean d'Amou;asphalt;34.6
276474778-5;[8114407787, 4281786399, 254935072];276474778;residential;Boulevard Jean d'Amou;asphalt;13.9
276474778-6;[254935072, 6859139143, 11684361992, 6079069103];276474778;residential;Boulevard Jean d'Amou;asphalt;26.9
276474778-7;[6079069103, 6924421102];276474778;residential;Boulevard Jean d'Amou;asphalt;1.8
276474778-8;[6924421102, 5464276911, 254934857];276474778;residential;Boulevard Jean d'Amou;asphalt;7.8
301448239-1;[3055034765, 5484289589];301448239;pedestrian;Placette Justin Bourdaa;;8.4
301448239-2;[5484289589, 5484289613, 5484289612, 5484289615];301448239;pedestrian;Placette Justin Bourdaa;;34.2
301448239-3;[5484289615, 5484289611, 5484289609, 5484289608, 3055034765];301448239;pedestrian;Placette Justin Bourdaa;;33.7
