id_arete;lstpoints;parent;highway;nomvoie;surface;dist
1112723853;[10180904248, 10180904247];1112723853;footway;;concrete;5.9
1112723854-1;[10180904252, 10180904251, 10180904247];1112723854;footway;;concrete;16.8
1112723854-2;[10180904247, 10180904250, 10180904249];1112723854;footway;;concrete;23.1
1122053612;[10262503365, 10262503359];1122053612;footway;;paving_stones;2.6
1122053613;[10262503363, 10262503360];1122053613;footway;;paving_stones;2.9
1122053614-1;[10262503366, 10262503365];1122053614;pedestrian;Placette Berthe Baudet-Grimard;paving_stones;31.8
1122053614-2;[10262503365, 10262503364, 10262503363];1122053614;pedestrian;Placette Berthe Baudet-Grimard;paving_stones;34.1
1122053614-3;[10262503363, 10262503362, 10262503361, 10262503366];1122053614;pedestrian;Placette Berthe Baudet-Grimard;paving_stones;13.9
1124402299;[1829852854, 10282134125];1124402299;secondary;Boulevard Alsace-Lorraine;asphalt;6.1
1126056238-1;[6583692164, 10296967724, 10296967733, 10296967732, 10296967725, 10296967731, 10296967730];1126056238;pedestrian;;paving_stones;33.9
1126056238-2;[10296967730, 10296967726, 10296967727, 10296967729, 11302099126, 4868366909, 10296967728];1126056238;pedestrian;;paving_stones;22.5
1126056238-3;[10296967728, 6583692164];1126056238;pedestrian;;paving_stones;18.6
1127846449-1;[10311512440, 1806155799, 1887243115];1127846449;tertiary;Rue Tour de Sault;asphalt;15.7
1127846449-2;[1887243115, 840829607];1127846449;tertiary;Rue Tour de Sault;asphalt;13.9
1136706608;[10596273525, 10596273524];1136706608;path;;;5.7
1136706609;[10596273526, 10596273525];1136706609;path;;;5.8
1146013275;[5484528625, 848725724, 2437908739, 5484528626];1146013275;cycleway;Esplanade du Garage de la Nive;;61.0
1149711868;[10695360997, 10695360996];1149711868;service;;;18.5
1149711869;[10695360998, 10695360997];1149711869;service;;;10.5
1149726727;[7593050978, 1806155783, 595783555];1149726727;tertiary;Allée de la Poterne;asphalt;17.1
1149726728;[1879458852, 7593050977, 7593050978];1149726728;tertiary;Allée de la Poterne;asphalt;11.5
1150555220;[10702872566, 10702861256];1150555220;secondary;Boulevard Alsace-Lorraine;asphalt;10.3
1150555225;[10702861256, 3653092001];1150555225;secondary;Boulevard Alsace-Lorraine;asphalt;21.1
1151176431;[476450955, 10708960730, 10708960731, 10708960732];1151176431;unclassified;;;3.4
1152751878;[7531505242, 269247916];1152751878;living_street;Rue des Gouverneurs;asphalt;13.6
1152753836;[269247912, 5487050101, 269247910];1152753836;residential;Rue des Prébendés;sett;28.0
1156764522-1;[3732013420, 10757164595];1156764522;footway;;;4.0
1156764522-2;[10757164595, 7040731330];1156764522;footway;;;1.8
1156764523;[10757164596, 10757164595];1156764523;footway;;asphalt;50.3
1156764524-1;[9623699573, 10757164596];1156764524;footway;;;4.0
1156764524-2;[10757164596, 7040731329];1156764524;footway;;;2.4
1156764525;[10757164598, 10757164597, 10757164596];1156764525;footway;;asphalt;64.4
1156764527;[10757189506, 1890053023];1156764527;footway;;asphalt;5.3
1156764528-1;[10757189517, 10757189508];1156764528;footway;;asphalt;12.5
1156764528-2;[10757189508, 10757189507, 10757189506];1156764528;footway;;asphalt;28.4
1156764529;[10757189510, 10757189509];1156764529;footway;;concrete;3.3
1156764530;[10757189512, 10757189511];1156764530;footway;;concrete;4.1
1156764531;[10757189514, 10757189513];1156764531;footway;;concrete;7.5
1156764532;[10757189515, 10708960739];1156764532;footway;;asphalt;4.9
1156764533-1;[10757189523, 10757189522, 10757189521, 10757189520, 10757189519, 10757189518, 10757189515];1156764533;footway;;asphalt;28.7
1156764533-2;[10757189515, 10757189517];1156764533;footway;;asphalt;3.3
1156764533-3;[10757189517, 10757189516, 10757189524];1156764533;footway;;asphalt;17.0
1156764533-4;[10757189524, 10757189508];1156764533;footway;;asphalt;10.9
1156764534-1;[10757164596, 10757189532, 10757189531, 10757164598];1156764534;footway;;asphalt;41.5
1156764534-2;[10757164598, 10757189530, 10757189529, 10757189528, 10757189527, 10757189526, 10757189514];1156764534;footway;;asphalt;53.8
1156764534-3;[10757189514, 10757189512];1156764534;footway;;asphalt;14.3
1156764534-4;[10757189512, 10757189510];1156764534;footway;;asphalt;6.5
1156764534-5;[10757189510, 10757189525, 10757189524];1156764534;footway;;asphalt;21.4
1156764534-6;[10757189524, 10757189523];1156764534;footway;;asphalt;12.0
1165464863;[10840312598, 10840312597];1165464863;footway;;;20.4
1171258422;[254053907, 3605927459, 3605927460, 10883967070];1171258422;footway;;asphalt;29.4
1175924925;[10926458771, 10926458772];1175924925;footway;;paving_stones;4.6
1175924926;[10926458772, 10926458773];1175924926;steps;;metal;0.9
1175924927;[10926458774, 10926458775];1175924927;footway;;paving_stones;4.3
1175924928;[10926458776, 10926458775];1175924928;steps;;metal;2.2
1175924929;[10926458776, 10926458773];1175924929;footway;;metal;20.9
1175926163;[10926433662, 10926433664, 10926433663];1175926163;footway;;;4.3
1175926164;[6974014760, 10926433665, 10926433666, 10926433667, 10926433668, 10926433669, 10926433670, 10926433663];1175926164;footway;;;34.6
1175927954;[10926477217, 10926477218];1175927954;steps;;;4.0
1176280760;[10929128603, 10929144607];1176280760;footway;;paving_stones;5.6
1176280761;[10929128604, 10929144607];1176280761;steps;;paving_stones;6.1
1176280762;[10929144605, 10929143695];1176280762;footway;;paving_stones;0.0
1176280763;[10929144605, 10929144607];1176280763;steps;;paving_stones;2.2
1176280764;[10929144609, 10929144607];1176280764;footway;;paving_stones;2.9
1176280765;[2441501539, 10929144608, 10929128603];1176280765;footway;;paving_stones;15.5
1176280768;[10929144612, 10929144611];1176280768;footway;;paving_stones;2.4
1176280769;[10929144610, 10929144612];1176280769;footway;;paving_stones;3.0
1176284555;[10929143677, 10929143676];1176284555;footway;;paving_stones;11.0
1176284556;[255400671, 10929143677];1176284556;steps;;paving_stones;12.6
1176284559;[10929143683, 10929143682];1176284559;steps;;paving_stones;3.4
1176284560;[10929143686, 10929143684];1176284560;footway;;paving_stones;3.8
1176284561;[10929143684, 10929143687, 10929143685];1176284561;footway;;paving_stones;8.6
1176284562-1;[10929143688, 10929143682];1176284562;footway;;paving_stones;5.6
1176284562-2;[10929143682, 10929143685];1176284562;footway;;paving_stones;7.5
1176291709;[2441233897, 10929206789, 10929206788, 10929206787, 10929206786, 10929206785];1176291709;footway;;asphalt;50.1
1176291710-1;[10929206790, 1887243115];1176291710;footway;;;6.7
1176291710-2;[1887243115, 10929206792];1176291710;footway;;;4.3
1176291711;[2441233894, 5484526633, 2441233897];1176291711;footway;;asphalt;37.7
1176291712;[10929206804, 10929206803];1176291712;steps;;;6.6
1176291713-1;[10929206800, 1806155815];1176291713;footway;;asphalt;3.9
1176291713-2;[1806155815, 10929206785];1176291713;footway;;asphalt;6.1
1176291714-1;[10929206800, 10929206799, 10929206798, 10929206797, 10929206803];1176291714;footway;;asphalt;28.6
1176291714-2;[10929206803, 10929206796, 10929206795, 10929206794, 10929206793, 10929206792];1176291714;footway;;asphalt;49.8
1176291715;[6536947685, 10929206802, 10929206801, 10929206800];1176291715;footway;;;12.3
1176291716;[255400854, 10929206804];1176291716;footway;;;3.6
1176291784-1;[10929206792, 1887243121];1176291784;footway;;;7.0
1176291784-2;[1887243121, 10929231849, 1887243107];1176291784;footway;;;11.3
1185358418-1;[11010920496, 269248042];1185358418;tertiary;Rue de Ravignan;asphalt;2.6
1185358418-2;[269248042, 1890041784];1185358418;tertiary;Rue de Ravignan;asphalt;21.5
1185358418-3;[1890041784, 269248043];1185358418;tertiary;Rue de Ravignan;asphalt;11.8
1185358419;[6290764017, 11010920497, 11010920496];1185358419;tertiary;Rue de Ravignan;concrete;32.9
1187916556-1;[3762367754, 8241034638, 1887243246];1187916556;residential;Avenue du 11 Novembre 1918;asphalt;22.3
1187916556-2;[1887243246, 578449624];1187916556;residential;Avenue du 11 Novembre 1918;asphalt;14.1
1187916574-1;[11030703914, 5637083862];1187916574;residential;Place des Basques;asphalt;21.3
1187916574-2;[5637083862, 5637083863];1187916574;residential;Place des Basques;asphalt;9.1
1188229438;[254933310, 270960150];1188229438;residential;Rue Aristide Briand;;15.4
1188229439;[270960150, 9558410725, 254933800];1188229439;residential;Rue Aristide Briand;;66.7
1188967794;[11040146758, 11040352199];1188967794;residential;Place des Basques;asphalt;18.7
1188992812;[11040352199, 11030703914];1188992812;residential;Place des Basques;asphalt;23.3
1189232113;[8648547794, 6650044169];1189232113;service;;;5.8
1189232117-1;[6665264790, 8648547788];1189232117;service;;;1.6
1189232117-2;[8648547788, 8648547793];1189232117;service;;;4.4
1189232122;[9558378211, 8648547793];1189232122;service;;;17.5
1189734733;[6650044169, 8648547792];1189734733;service;;;6.7
1189734760;[8648547789, 6665264790];1189734760;service;;;6.7
1189734764;[9558378209, 8648547789];1189734764;service;;;16.7
1189876353;[8648547796, 8648547794];1189876353;service;;;6.2
1189876354-1;[7003820159, 11048400343];1189876354;living_street;;;9.2
1189876354-2;[11048400343, 11048400342, 11048400341, 8648547796];1189876354;living_street;;;37.7
1190799879;[11056553923, 11056553922];1190799879;steps;;;2.2
1190799880;[11056553924, 11056553922];1190799880;footway;;;5.3
1190799881;[11056553925, 11056553924];1190799881;footway;;;9.8
1190799882;[10929206785, 11056553925];1190799882;footway;;;4.9
1190963531;[11058013351, 2429850733, 11291939867, 7003875565];1190963531;footway;;;13.2
1192112838;[1795586401, 2441623457];1192112838;residential;Rue Sainte-Ursule;asphalt;5.3
1192112839;[4867744969, 2441623460];1192112839;footway;;asphalt;5.0
1192112840;[4867744970, 4867744997];1192112840;footway;;asphalt;3.1
1192579022-1;[11070615670, 11070615669];1192579022;footway;;asphalt;5.3
1192579022-2;[11070615669, 8792418555];1192579022;footway;;asphalt;7.9
1192607920;[11070857169, 11070857168];1192607920;service;;;13.8
1192607921;[1797271540, 11070857169];1192607921;service;;;6.6
1192641242;[5769965290, 3733474556, 5464276984, 5464276985, 5464276986];1192641242;cycleway;;asphalt;56.8
1194365747;[1879458827, 1806163899];1194365747;footway;Square Pierre Simonet;asphalt;15.8
1194370549-1;[1879458818, 4321163667];1194370549;footway;;asphalt;4.8
1194370549-2;[4321163667, 1806155808];1194370549;footway;;asphalt;4.0
1194370549-3;[1806155808, 11086283241];1194370549;footway;;asphalt;27.3
1194468077-1;[11086703152, 11086703151];1194468077;footway;;asphalt;12.9
1194468077-2;[11086703151, 11086703153, 11086703181];1194468077;footway;;asphalt;27.6
1194468077-3;[11086703181, 11086703187];1194468077;footway;;asphalt;7.2
1194468077-4;[11086703187, 11086703161];1194468077;footway;;asphalt;12.9
1194468078-1;[11086703152, 11086703175];1194468078;footway;;asphalt;26.6
1194468078-2;[11086703175, 11086703154];1194468078;footway;;asphalt;8.5
1194468079-1;[11086703176, 11086703174, 11086703173, 11086703172, 11086703171, 11086703170, 11086703169, 11086703168, 11086703167, 11086703166];1194468079;footway;;gravel;25.6
1194468079-2;[11086703166, 11086703162, 11086703151];1194468079;footway;;gravel;5.5
1194468080-1;[11086703159, 11086703176];1194468080;footway;;gravel;8.6
1194468080-2;[11086703176, 11086703175];1194468080;footway;;gravel;8.2
1194468081;[11086703184, 11086703180, 11086703179, 11086703178, 11086703177, 11086703155, 11086703166];1194468081;footway;;gravel;16.1
1194468082-1;[11086703188, 11086703186, 11086703185, 11086703184];1194468082;footway;;gravel;7.1
1194468082-2;[11086703184, 11086703183, 11086703182, 11086703181];1194468082;footway;;gravel;8.8
1194468083-1;[11086703158, 11086703160, 11086703156, 11086703189, 11086703188];1194468083;footway;;gravel;16.4
1194468083-2;[11086703188, 11086703187];1194468083;footway;;gravel;4.4
1201639219;[7567052003, 11140763344, 11140763343, 11140763342, 5487050177];1201639219;footway;;asphalt;73.2
1201639220;[5484528536, 3733474551];1201639220;footway;;asphalt;3.1
1201639221;[5484528543, 5484528544, 5480072145];1201639221;footway;;;14.7
1201639226;[9516486137, 9516486136];1201639226;footway;;concrete;10.5
1201639227;[9516486140, 5487073243];1201639227;footway;Quai Pedros;concrete;17.7
1201639228;[848724543, 7591405724, 7591405725, 848724544, 848724546, 2013030582, 5487050140, 848724547];1201639228;cycleway;;;81.2
1202334225;[11607263634, 11146469485, 11146469484, 11146469483, 11146469482, 11146469481, 11146469480, 11146469479, 11146469478, 11146469477, 11146469476, 11146474517, 11146474516, 11146474515, 11146474514, 11146474513, 11146474512, 11146474511, 11146474510, 11146474509, 11146474508, 11146474507, 11146474506, 11146474505, 11146469504, 11146469503, 11607263632, 11607263633, 11607263634];1202334225;pedestrian;;paving_stones;124.0
1202747694;[11149909290, 11149909293];1202747694;steps;;;6.4
1202747695;[8950580252, 8950580251];1202747695;steps;;;2.4
1205250019;[11169941813, 11169941812, 11169941811, 11169941810, 11169941809, 11169941808, 11169941807, 11169941806, 11169941805, 3732064410];1205250019;footway;;gravel;271.1
1207538885;[11188765273, 11040146758];1207538885;residential;Place des Basques;asphalt;16.5
1207538889;[8648547793, 8648547795];1207538889;service;;;7.2
1215092910;[11257850947, 11257850946, 11257850945, 11257850944, 11257850943, 11257850942, 11257850941, 11257850940, 11257850939, 11257850938, 11257850937, 11257819636];1215092910;path;;grass;248.3
1216409502;[1879458808, 1879458827];1216409502;footway;Square Pierre Simonet;asphalt;24.4
1216409595;[1879458808, 1806163946];1216409595;footway;Square Pierre Simonet;;84.8
1217733000;[476283463, 570763260];1217733000;residential;Rue René Cuzacq;;6.3
1217733001;[476283456, 2858096164, 4730998559, 476283457];1217733001;residential;Giratoire Albert Thomas;asphalt;6.6
1217733002;[11257819636, 5464276938, 5464276939, 5464276940, 476283482];1217733002;residential;Impasse Rigaud;asphalt;31.4
1217733003;[8764031071, 270961061];1217733003;service;;;6.5
1217733004;[8764031071, 11283173239];1217733004;footway;;;13.7
1217733005;[11283173239, 8758462059, 8758462058, 9177730041, 8758462057];1217733005;footway;;;40.2
1217733006;[8758462066, 8758462065];1217733006;footway;;asphalt;7.5
1217733007;[8758462053, 5464276980];1217733007;residential;Rue des Lavandières;asphalt;3.3
1217733008;[11283173240, 6285629099];1217733008;footway;;;4.3
1217733009-1;[255322838, 8118376333];1217733009;pedestrian;Quai Amiral Bergeret;asphalt;8.3
1217733009-2;[8118376333, 6280715093];1217733009;pedestrian;Quai Amiral Bergeret;asphalt;7.8
1217733009-3;[6280715093, 11283173241];1217733009;pedestrian;Quai Amiral Bergeret;asphalt;15.5
1217733010-1;[9887201233, 11283173240];1217733010;footway;;;13.3
1217733010-2;[11283173240, 11283173241];1217733010;footway;;;24.1
1217733011;[254934853, 11283173243, 11283173242, 7003820165];1217733011;footway;;;74.6
1217733012;[8648585527, 11283173244, 11283173245];1217733012;footway;;;16.2
1217733013;[11283173246, 7003820160, 11283173245];1217733013;footway;;;20.7
1217733014-1;[11283173266, 11283173262, 11283173261, 11283173260, 11283173259, 11283173258, 11283173257, 11283173256];1217733014;footway;;paving_stones;134.1
1217733014-2;[11283173256, 11283173255, 11283173254, 11283173253, 11283173252, 11283173247];1217733014;footway;;paving_stones;52.2
1217733014-3;[11283173247, 11283173251, 11283173246];1217733014;footway;;paving_stones;8.8
1217733014-4;[11283173246, 11283173250, 11283173249, 11283173248];1217733014;footway;;paving_stones;32.7
1217733014-5;[11283173248, 254934853];1217733014;footway;;paving_stones;22.6
1223291496;[11347050569, 11347028964];1223291496;steps;;concrete;3.9
1223291497;[11347050570, 11347050569];1223291497;footway;;concrete;31.7
1223291498;[11347050571, 11347050570];1223291498;steps;;concrete;4.0
1223291499;[1879458843, 11347050571];1223291499;footway;;asphalt;2.9
1224468110-1;[11355791828, 1828784588];1224468110;footway;;asphalt;1.8
1224468110-2;[1828784588, 1828784580];1224468110;footway;;asphalt;52.1
1227006131;[10929143677, 11378188459];1227006131;footway;;paving_stones;1.6
1227006132;[11378188459, 11378188460];1227006132;steps;;paving_stones;1.3
1227006133-1;[11378188462, 11378188461];1227006133;footway;;paving_stones;2.4
1227006133-2;[11378188461, 11378188460];1227006133;footway;;paving_stones;4.4
1227006134;[11378188462, 10929143688];1227006134;steps;;paving_stones;1.6
1230600925-1;[10883967069, 10883967070];1230600925;living_street;Allées Paulmy;asphalt;15.1
1230600925-2;[10883967070, 11412551286];1230600925;living_street;Allées Paulmy;asphalt;6.6
1240461839;[11524917408, 11524917406, 11524917407];1240461839;footway;;;20.3
1265283122;[5637083863, 3762367754];1265283122;residential;Avenue du 11 Novembre 1918;asphalt;8.9
1265283123-1;[11753788031, 5637083868];1265283123;service;;;46.3
1265283123-2;[5637083868, 3762367754];1265283123;service;;;9.0
1265283150;[1797148162, 388496646, 1827160741, 5484528631, 388496648, 5484528632, 1827160740];1265283150;primary;Avenue André Grimard;asphalt;113.8
1265873402;[8669019975, 11758865939];1265873402;service;Parc de Stationnement de Mousserolles;;73.6
1265873403;[11758865942, 11758865941, 11758865940, 1890041782];1265873403;service;;;89.2
